Title,Release Date,Budget,Domestic Gross,Worldwide Gross
Drumline,12/13/2002,"$20,000,000","$56,398,162","$56,398,162"
Edward Scissorhands,12/7/1990,"$20,000,000","$53,976,987","$53,976,987"
Selma,12/25/2014,"$20,000,000","$52,076,908","$66,776,908"
Popeye,12/12/1980,"$20,000,000","$49,823,037","$49,823,037"
Date Movie,2/17/2006,"$20,000,000","$48,548,426","$85,146,165"
Peter Pan: Return to Neverland,2/15/2002,"$20,000,000","$48,423,368","$109,855,792"
The Jungle Book 2,2/14/2003,"$20,000,000","$47,901,582","$140,122,225"
Premonition,3/16/2007,"$20,000,000","$47,852,604","$81,461,343"
Boogeyman,2/4/2005,"$20,000,000","$46,363,118","$66,803,595"
The Tigger Movie,2/11/2000,"$20,000,000","$45,542,421","$96,147,688"
Spotlight,11/6/2015,"$20,000,000","$45,055,776","$90,206,716"
Max,6/26/2015,"$20,000,000","$42,656,255","$43,658,157"
Meet the Browns,3/21/2008,"$20,000,000","$41,975,388","$41,975,388"
Orphan,7/24/2009,"$20,000,000","$41,596,251","$78,337,373"
Epic Movie,1/26/2007,"$20,000,000","$39,739,367","$86,858,578"
Lakeview Terrace,9/19/2008,"$20,000,000","$39,263,506","$44,821,299"
The Grudge 2,10/13/2006,"$20,000,000","$39,143,839","$70,743,839"
Conan the Barbarian,5/14/1982,"$20,000,000","$38,264,085","$79,114,085"
How Stella Got Her Groove Back,8/14/1998,"$20,000,000","$37,672,350","$37,672,350"
Bill & Ted's Bogus Journey,7/19/1991,"$20,000,000","$37,537,675","$37,537,675"
Man of the Year,10/13/2006,"$20,000,000","$37,442,180","$41,342,180"
Risen,2/19/2016,"$20,000,000","$36,800,798","$45,044,336"
Vampires Suck,8/18/2010,"$20,000,000","$36,661,504","$81,424,988"
The Black Hole,12/21/1979,"$20,000,000","$35,841,901","$35,841,901"
The American,9/1/2010,"$20,000,000","$35,606,376","$67,950,723"
Selena,3/21/1997,"$20,000,000","$35,422,828","$35,422,828"
A Very Harold & Kumar 3D Christmas,11/4/2011,"$20,000,000","$35,061,031","$36,265,745"
Eternal Sunshine of the Spotless Mind,3/19/2004,"$20,000,000","$34,366,518","$73,135,439"
Texas Chainsaw 3D,1/4/2013,"$20,000,000","$34,341,945","$47,666,013"
Babel,10/27/2006,"$20,000,000","$34,302,837","$132,121,212"
This is Where I Leave You,9/19/2014,"$20,000,000","$34,296,320","$41,296,320"
Doubt,12/12/2008,"$20,000,000","$33,446,470","$53,191,101"
Team America: World Police,10/15/2004,"$20,000,000","$32,774,834","$50,274,834"
Scary Movie V,4/12/2013,"$20,000,000","$32,015,787","$78,613,981"
Copycat,10/27/1995,"$20,000,000","$31,925,151","$31,925,151"
Milk,11/26/2008,"$20,000,000","$31,841,299","$57,293,371"
Paint Your Wagon,10/15/1969,"$20,000,000","$31,678,778","$31,678,778"
She's Out of My League,3/12/2010,"$20,000,000","$31,628,317","$48,298,434"
The Debt,8/31/2011,"$20,000,000","$31,177,548","$46,604,054"
Ghost Ship,10/25/2002,"$20,000,000","$30,113,491","$68,349,884"
Daybreakers,1/8/2010,"$20,000,000","$30,101,577","$51,445,503"
The Bank Job,3/7/2008,"$20,000,000","$30,060,660","$66,143,005"
Wild Things,3/20/1998,"$20,000,000","$29,753,944","$55,535,344"
The Stepfather,10/16/2009,"$20,000,000","$29,062,561","$29,227,561"
High Fidelity,3/31/2000,"$20,000,000","$27,277,055","$47,881,663"
Stick It,4/28/2006,"$20,000,000","$26,910,736","$30,399,714"
One Missed Call,1/4/2008,"$20,000,000","$26,890,041","$44,513,466"
Eye for an Eye,1/12/1996,"$20,000,000","$26,729,447","$26,729,447"
Street Kings,4/11/2008,"$20,000,000","$26,415,649","$65,454,793"
The World's End,8/23/2013,"$20,000,000","$26,004,851","$47,508,505"
From Dusk Till Dawn,1/19/1996,"$20,000,000","$25,728,961","$25,728,961"
You Again,9/24/2010,"$20,000,000","$25,702,053","$32,838,945"
Alpha and Omega 3D,9/17/2010,"$20,000,000","$25,107,267","$48,958,353"
Endless Love,2/14/2014,"$20,000,000","$23,438,250","$34,614,964"
The Covenant,9/8/2006,"$20,000,000","$23,342,105","$38,142,105"
Monte Carlo,7/1/2011,"$20,000,000","$23,186,769","$39,686,769"
Stay Alive,3/24/2006,"$20,000,000","$23,086,480","$23,187,506"
2 For the Money,10/7/2005,"$20,000,000","$22,862,049","$30,362,049"
Quigley Down Under,10/19/1990,"$20,000,000","$21,413,105","$21,413,105"
Psycho,12/4/1998,"$20,000,000","$21,380,220","$37,065,220"
To Die For,9/27/1995,"$20,000,000","$21,016,710","$27,420,940"
Shorts,8/21/2009,"$20,000,000","$20,919,166","$29,870,801"
Vampires,10/30/1998,"$20,000,000","$20,241,395","$20,241,395"
Appaloosa,9/19/2008,"$20,000,000","$20,211,394","$27,911,453"
Secret in Their Eyes,11/20/2015,"$20,000,000","$20,180,155","$30,522,891"
Yu-Gi-Oh,8/13/2004,"$20,000,000","$19,762,690","$28,762,690"
Reign Over Me,3/23/2007,"$20,000,000","$19,661,987","$20,081,987"
My Best Friend's Girl,9/19/2008,"$20,000,000","$19,219,250","$34,787,111"
Georgia Rule,5/11/2007,"$20,000,000","$18,882,880","$20,819,601"
Under the Rainbow,7/31/1981,"$20,000,000","$18,826,490","$18,826,490"
Into the Wild,9/21/2007,"$20,000,000","$18,354,356","$56,822,960"
Simon Birch,9/11/1998,"$20,000,000","$18,252,684","$18,309,860"
Ladyhawke,4/12/1985,"$20,000,000","$18,248,879","$18,248,879"
Pooh's Heffalump Movie,2/11/2005,"$20,000,000","$18,098,433","$55,686,944"
School for Scoundrels,9/29/2006,"$20,000,000","$17,807,569","$17,807,569"
Silent Hill: Revelation 3D,10/26/2012,"$20,000,000","$17,530,219","$55,975,672"
Home for the Holidays,11/3/1995,"$20,000,000","$17,424,349","$22,074,731"
Fired Up,2/20/2009,"$20,000,000","$17,231,291","$18,608,570"
Kung Fu Hustle,4/8/2005,"$20,000,000","$17,104,669","$102,034,104"
The Country Bears,7/26/2002,"$20,000,000","$16,988,996","$16,988,996"
21 Grams,11/21/2003,"$20,000,000","$16,248,701","$59,667,625"
Armored,12/4/2009,"$20,000,000","$15,988,876","$23,661,038"
The Kite Runner,12/14/2007,"$20,000,000","$15,800,078","$74,180,745"
Paparazzi,9/3/2004,"$20,000,000","$15,712,072","$16,612,072"
A Guy Thing,1/17/2003,"$20,000,000","$15,543,862","$17,430,594"
The Greatest Story Ever Told,2/15/1965,"$20,000,000","$15,473,333","$15,473,333"
Loser,7/21/2000,"$20,000,000","$15,464,026","$18,250,106"
Twilight,3/6/1998,"$20,000,000","$15,030,732","$15,030,732"
Capitalism: A Love Story,9/23/2009,"$20,000,000","$14,363,397","$19,121,531"
Lockout,4/13/2012,"$20,000,000","$14,326,865","$33,943,049"
Disaster Movie,8/29/2008,"$20,000,000","$14,190,901","$36,720,752"
What's Your Number?,9/30/2011,"$20,000,000","$14,011,084","$30,163,785"
The Man Who Knew Too Little,11/14/1997,"$20,000,000","$13,801,755","$13,801,755"
Crank 2: High Voltage,4/17/2009,"$20,000,000","$13,684,249","$35,472,739"
Burnt,10/30/2015,"$20,000,000","$13,651,946","$32,632,668"
Envy,4/30/2004,"$20,000,000","$13,548,322","$14,566,246"
One Night with the King,10/13/2006,"$20,000,000","$13,395,961","$13,725,032"
Ghost Town,9/19/2008,"$20,000,000","$13,252,641","$29,843,245"
Bullets Over Broadway,10/21/1994,"$20,000,000","$13,202,987","$13,202,987"
The Quiet American,11/22/2002,"$20,000,000","$12,987,647","$26,348,203"
Triple 9,2/26/2016,"$20,000,000","$12,639,297","$21,914,245"
The Weather Man,10/28/2005,"$20,000,000","$12,482,775","$15,466,961"
Undisputed,8/23/2002,"$20,000,000","$12,398,628","$12,398,628"
12 Rounds,3/27/2009,"$20,000,000","$12,234,694","$17,306,648"
Let Me In,10/1/2010,"$20,000,000","$12,134,935","$28,270,399"
3 Ninjas Kick Back,5/6/1994,"$20,000,000","$11,744,960","$11,744,960"
Be Kind Rewind,2/22/2008,"$20,000,000","$11,175,164","$30,894,247"
Mrs. Henderson Presents,12/9/2005,"$20,000,000","$11,036,366","$27,836,366"
Three to Tango,10/22/1999,"$20,000,000","$10,570,375","$10,570,375"
Deconstructing Harry,12/12/1997,"$20,000,000","$10,569,071","$10,569,071"
We're No Angels,12/15/1989,"$20,000,000","$10,555,348","$10,555,348"
Everyone Says I Love You,12/6/1996,"$20,000,000","$9,714,482","$34,588,635"
Death Sentence,8/31/2007,"$20,000,000","$9,534,258","$16,907,831"
Everybody's Fine,12/4/2009,"$20,000,000","$9,208,876","$9,208,876"
Super Babies: Baby Geniuses 2,8/27/2004,"$20,000,000","$9,109,322","$9,355,369"
Battle of the Year,9/20/2013,"$20,000,000","$8,888,355","$16,723,377"
Death at a Funeral,8/17/2007,"$20,000,000","$8,580,428","$46,790,428"
The Man,9/9/2005,"$20,000,000","$8,330,720","$10,393,696"
Code Name: The Cleaner,1/5/2007,"$20,000,000","$8,135,024","$8,135,024"
Inherent Vice,12/12/2014,"$20,000,000","$8,110,975","$8,692,898"
Connie & Carla,4/16/2004,"$20,000,000","$8,047,525","$8,047,525"
Machete Kills,10/11/2013,"$20,000,000","$8,008,161","$18,273,009"
Sweet Charity,1/1/1969,"$20,000,000","$8,000,000","$8,000,000"
Doogal,2/24/2006,"$20,000,000","$7,578,946","$28,058,652"
Proof,9/16/2005,"$20,000,000","$7,535,331","$8,284,331"
An American Carol,10/3/2008,"$20,000,000","$7,008,265","$7,017,257"
Willard,3/14/2003,"$20,000,000","$6,882,696","$6,882,696"
Strange Wilderness,2/1/2008,"$20,000,000","$6,575,282","$6,947,084"
Little Boy,4/24/2015,"$20,000,000","$6,485,961","$7,965,983"
Topsy Turvy,12/17/1999,"$20,000,000","$6,201,757","$6,201,757"
Chasing Mavericks,10/26/2012,"$20,000,000","$6,002,756","$8,300,821"
A Most Violent Year,12/31/2014,"$20,000,000","$5,749,134","$6,071,433"
A Dangerous Method,11/23/2011,"$20,000,000","$5,702,083","$14,807,531"
A Scanner Darkly,7/7/2006,"$20,000,000","$5,501,616","$7,405,084"
Bandslam,8/14/2009,"$20,000,000","$5,210,988","$12,967,829"
Alone in the Dark,1/28/2005,"$20,000,000","$5,132,655","$8,132,655"
Birth,10/29/2004,"$20,000,000","$5,005,899","$14,603,001"
Passchendaele,10/24/2008,"$20,000,000","$4,452,423","$4,453,327"
Flash of Genius,10/3/2008,"$20,000,000","$4,295,905","$4,357,639"
I'm Not There,11/21/2007,"$20,000,000","$4,017,609","$12,397,613"
The Cold Light of Day,9/7/2012,"$20,000,000","$3,763,583","$25,361,206"
The Brothers Bloom,5/15/2009,"$20,000,000","$3,531,756","$5,531,756"
"Synecdoche, New York",10/24/2008,"$20,000,000","$3,083,538","$4,383,538"
Mononoke-hime,10/29/1999,"$20,000,000","$2,374,107","$150,350,000"
Bon Voyage,3/19/2004,"$20,000,000","$2,353,728","$8,361,736"
My All-American,11/13/2015,"$20,000,000","$2,246,000","$2,246,000"
Can't Stop the Music,1/1/1980,"$20,000,000","$2,000,000","$2,000,000"
The Proposition,5/5/2006,"$20,000,000","$1,903,434","$5,313,608"
Marci X,8/22/2003,"$20,000,000","$1,646,664","$1,646,664"
Equilibrium,12/6/2002,"$20,000,000","$1,190,018","$5,345,869"
Dylan Dog: Dead of Night,4/29/2011,"$20,000,000","$1,186,538","$6,093,725"
The Oogieloves in the BIG Balloon Adventure,8/29/2012,"$20,000,000","$1,065,907","$1,065,907"
The Children of Huang Shi,5/23/2008,"$20,000,000","$1,031,872","$8,221,700"
The Yards,10/20/2000,"$20,000,000","$882,710","$2,282,710"
All Good Things,12/3/2010,"$20,000,000","$582,024","$873,617"
By the Sea,11/13/2015,"$20,000,000","$538,460","$3,381,264"
Steamboy,3/18/2005,"$20,000,000","$468,867","$10,468,867"
The Game of Their Lives,4/22/2005,"$20,000,000","$375,474","$375,474"
Rapa Nui,9/11/1994,"$20,000,000","$305,070","$305,070"
The Tempest,12/10/2010,"$20,000,000","$277,943","$277,943"
CJ7,3/7/2008,"$20,000,000","$206,678","$47,300,771"
"Couloirs du temps: Les visiteurs 2, Les",3/27/1998,"$20,000,000","$146,072","$26,146,072"
People I Know,4/25/2003,"$20,000,000","$121,972","$5,694,213"
Regression,10/30/2015,"$20,000,000","$55,039","$14,883,495"
Koltchak,12/31/2008,"$20,000,000",$0,"$38,585,047"
Zambezia,12/31/2012,"$20,000,000",$0,"$23,346,219"
Three Kingdoms: Resurrection of the Dragon,4/13/2010,"$20,000,000",$0,"$22,139,590"
The Touch,3/31/2004,"$20,000,000",$0,"$5,918,742"
Survivor,5/29/2015,"$20,000,000",$0,"$774,905"
Butterfly on a Wheel,12/25/2007,"$20,000,000",$0,$0
Ramanujan,12/31/2007,"$20,000,000",$0,$0
The History of Love,12/31/2016,"$20,000,000",$0,$0
Hands of Stone,8/26/2016,"$20,000,000",$0,$0
The Thousand Miles,12/31/2017,"$20,000,000",$0,$0
Dwegons and Leprechauns,8/29/2014,"$20,000,000",$0,$0
Fight Valley,6/30/2016,"$20,000,000",$0,$0
"Story of Bonnie and Clyde, The",12/31/2020,"$20,000,000",$0,$0
Der Baader Meinhof Komplex,8/21/2009,"$19,700,000","$476,270","$16,498,827"
The Painted Veil,12/20/2006,"$19,400,000","$8,060,487","$15,118,795"
The Frozen Ground,8/23/2013,"$19,200,000",$0,"$5,617,460"
The Devil's Double,7/29/2011,"$19,100,000","$1,361,512","$2,406,666"
Back to the Future,7/3/1985,"$19,000,000","$212,259,762","$385,524,862"
Dances with Wolves,11/9/1990,"$19,000,000","$175,293,948","$415,285,106"
Scary Movie,7/7/2000,"$19,000,000","$157,019,771","$277,200,000"
Bad Teacher,6/24/2011,"$19,000,000","$100,292,856","$215,448,997"
Just Married,1/10/2003,"$19,000,000","$56,127,162","$101,564,935"
Sea of Love,9/15/1989,"$19,000,000","$53,350,495","$53,350,495"
I Can Do Bad All By Myself,9/11/2009,"$19,000,000","$51,733,921","$51,733,921"
A Cinderella Story,7/16/2004,"$19,000,000","$51,438,175","$70,164,105"
The Shining,5/23/1980,"$19,000,000","$44,017,374","$44,414,369"
Thirteen Ghosts,10/26/2001,"$19,000,000","$41,867,960","$68,467,960"
House on Haunted Hill,10/29/1999,"$19,000,000","$40,846,082","$65,090,541"
The Crazies,2/26/2010,"$19,000,000","$39,123,589","$56,445,534"
Notorious,1/16/2009,"$19,000,000","$36,843,682","$45,005,151"
The Switch,8/20/2010,"$19,000,000","$27,758,465","$49,858,465"
Leap Year,1/8/2010,"$19,000,000","$25,918,920","$32,618,920"
The Book Thief,11/8/2013,"$19,000,000","$21,488,481","$76,086,711"
"Gone, Baby, Gone",10/19/2007,"$19,000,000","$20,300,218","$34,352,162"
Thomas and the Magic Railroad,7/26/2000,"$19,000,000","$15,911,332","$15,911,332"
Mutiny on The Bounty,11/8/1962,"$19,000,000","$13,680,000","$13,680,000"
Sen to Chihiro no Kamikakushi,9/20/2002,"$19,000,000","$10,049,886","$274,949,886"
Sex Drive,10/17/2008,"$19,000,000","$8,402,485","$10,412,485"
Firestorm,1/9/1998,"$19,000,000","$8,041,665","$8,041,665"
Take Me Home Tonight,3/4/2011,"$19,000,000","$6,928,068","$7,576,604"
Won't Back Down,9/28/2012,"$19,000,000","$5,310,554","$5,714,913"
The Fall of the Roman Empire,1/1/1964,"$19,000,000","$4,750,000","$4,750,000"
The Nutcracker,11/24/1993,"$19,000,000","$2,119,994","$2,119,994"
Kansas City,8/16/1996,"$19,000,000","$1,353,824","$1,353,824"
Out of Inferno,12/31/2013,"$19,000,000",$0,$0
George A. Romero's Land of the Dead,6/24/2005,"$18,975,000","$20,433,940","$47,484,873"
Indigènes,12/15/2006,"$18,900,000","$320,700","$26,063,572"
The Amityville Horror,4/15/2005,"$18,500,000","$64,858,000","$108,800,304"
Adaptation,12/6/2002,"$18,500,000","$22,498,520","$22,498,520"
The Invention of Lying,10/2/2009,"$18,500,000","$18,451,251","$32,679,264"
Fear and Loathing in Las Vegas,5/22/1998,"$18,500,000","$10,562,387","$13,594,015"
Ne le dis à personne,7/4/2008,"$18,500,000","$6,198,883","$33,954,018"
Left Behind,2/2/2001,"$18,500,000","$4,221,341","$4,221,341"
Neighbors,5/9/2014,"$18,000,000","$150,086,800","$270,594,534"
Borat,11/3/2006,"$18,000,000","$128,505,958","$261,443,242"
The Mask,7/29/1994,"$18,000,000","$119,874,149","$351,574,149"
Big,6/3/1988,"$18,000,000","$113,327,971","$150,027,971"
Legally Blonde,7/13/2001,"$18,000,000","$96,493,426","$141,809,235"
Mean Girls,4/30/2004,"$18,000,000","$86,047,227","$130,953,026"
The Exorcism of Emily Rose,9/9/2005,"$18,000,000","$75,072,454","$144,529,078"
Star Trek III: The Search for Spock,6/1/1984,"$18,000,000","$71,273,785","$81,802,739"
Deuce Bigalow: Male Gigolo,12/10/1999,"$18,000,000","$65,535,067","$92,935,067"
Barbershop 2: Back in Business,2/6/2004,"$18,000,000","$65,070,412","$65,842,412"
The Family Stone,12/16/2005,"$18,000,000","$60,062,868","$92,357,499"
Bad Santa,11/26/2003,"$18,000,000","$60,060,328","$77,147,031"
My Big Fat Greek Wedding 2,3/25/2016,"$18,000,000","$58,157,295","$88,961,078"
Predator,6/12/1987,"$18,000,000","$56,072,497","$94,604,507"
Austin Powers: International Man of Mystery,5/2/1997,"$18,000,000","$53,868,030","$67,668,030"
Diary of a Wimpy Kid: Rodrick Rules,3/25/2011,"$18,000,000","$52,698,535","$73,695,194"
Amadeus,9/19/1984,"$18,000,000","$51,564,280","$51,564,280"
Prom Night,4/11/2008,"$18,000,000","$43,869,350","$57,193,655"
Soul Surfer,4/8/2011,"$18,000,000","$43,853,424","$47,158,652"
Under the Tuscan Sun,9/26/2003,"$18,000,000","$43,601,508","$57,490,024"
Birdman or (The Unexpected Virtue of Ignorance),10/17/2014,"$18,000,000","$42,340,598","$103,240,598"
Gosford Park,12/26/2001,"$18,000,000","$41,300,105","$41,300,105"
Orange County,1/11/2002,"$18,000,000","$41,059,716","$43,308,707"
Peggy Sue Got Married,10/10/1986,"$18,000,000","$38,948,832","$38,948,832"
Blue Jasmine,7/26/2013,"$18,000,000","$33,404,871","$102,912,961"
United 93,4/28/2006,"$18,000,000","$31,483,450","$77,551,351"
Honey,12/5/2003,"$18,000,000","$30,272,254","$62,646,763"
The Fog,10/14/2005,"$18,000,000","$29,511,112","$37,048,526"
Spy Hard,5/24/1996,"$18,000,000","$26,906,039","$26,906,039"
Glory,12/13/1989,"$18,000,000","$26,593,580","$26,593,580"
Conan the Destroyer,6/29/1984,"$18,000,000","$26,365,298","$26,365,298"
Love the Coopers,11/13/2015,"$18,000,000","$26,302,731","$42,167,286"
Catch-22,6/24/1970,"$18,000,000","$24,911,670","$24,911,670"
Observe and Report,4/10/2009,"$18,000,000","$24,007,324","$27,148,898"
Raging Bull,11/14/1980,"$18,000,000","$23,380,203","$23,380,203"
Love Happens,9/18/2009,"$18,000,000","$22,965,110","$36,133,014"
Fame,9/25/2009,"$18,000,000","$22,455,510","$80,227,619"
127 Hours,11/5/2010,"$18,000,000","$18,335,230","$60,217,171"
Young Sherlock Holmes,12/4/1985,"$18,000,000","$18,106,539","$18,106,539"
Center Stage,5/12/2000,"$18,000,000","$17,200,925","$21,361,109"
Small Time Crooks,5/19/2000,"$18,000,000","$17,071,230","$29,739,348"
Catch That Kid,2/6/2004,"$18,000,000","$16,703,799","$16,959,614"
Jobs,8/16/2013,"$18,000,000","$16,131,410","$26,131,410"
Life as a House,10/26/2001,"$18,000,000","$15,652,637","$23,889,158"
Youth in Revolt,1/8/2010,"$18,000,000","$15,285,588","$19,685,588"
And So It Goes,7/25/2014,"$18,000,000","$15,160,801","$17,360,801"
"I Love You, Beth Cooper",7/10/2009,"$18,000,000","$14,800,725","$16,382,538"
Blow Out,7/24/1981,"$18,000,000","$13,747,234","$13,747,234"
Tailor of Panama,3/30/2001,"$18,000,000","$13,491,653","$27,491,653"
The Legend of the Lone Ranger,5/22/1981,"$18,000,000","$13,400,000","$13,400,000"
Labor Day,1/31/2014,"$18,000,000","$13,371,528","$14,189,810"
Getaway,8/30/2013,"$18,000,000","$10,501,938","$11,813,989"
The Ice Storm,9/26/1997,"$18,000,000","$7,837,632","$15,811,546"
Being Julia,10/15/2004,"$18,000,000","$7,739,049","$14,488,705"
Troop Beverly Hills,3/22/1989,"$18,000,000","$7,190,505","$7,190,505"
Nine 1/2 Weeks,2/21/1986,"$18,000,000","$6,734,844","$6,734,844"
The Last Station,1/15/2010,"$18,000,000","$6,617,867","$15,696,146"
Dragonslayer,6/26/1981,"$18,000,000","$5,939,000","$5,939,000"
Ed Wood,9/30/1994,"$18,000,000","$5,755,976","$5,755,976"
Mongol,6/6/2008,"$18,000,000","$5,705,761","$27,147,349"
RocknRolla,10/8/2008,"$18,000,000","$5,700,626","$27,794,339"
Megaforce,6/25/1982,"$18,000,000","$5,675,599","$5,675,599"
Mao's Last Dancer,8/20/2010,"$18,000,000","$4,806,750","$17,026,609"
The Railway Man,4/11/2014,"$18,000,000","$4,438,438","$23,910,210"
Hamlet,12/25/1996,"$18,000,000","$4,414,535","$7,043,111"
Restoration,12/29/1995,"$18,000,000","$3,901,738","$3,901,738"
Midnight Special,3/18/2016,"$18,000,000","$3,614,306","$6,655,420"
Metallica Through the Never,9/27/2013,"$18,000,000","$3,419,967","$9,082,906"
Anything Else,9/19/2003,"$18,000,000","$3,203,044","$13,203,044"
Unforgettable,2/23/1996,"$18,000,000","$2,483,790","$2,483,790"
Das Weisse Band: Eine deutsche Kindergeschichte,12/30/2009,"$18,000,000","$2,222,862","$25,727,044"
Phantom,3/1/2013,"$18,000,000","$1,034,589","$1,199,510"
The Salton Sea,4/26/2002,"$18,000,000","$676,698","$676,698"
The Informers,4/24/2009,"$18,000,000","$315,000","$315,000"
One Man's Hero,9/24/1999,"$18,000,000","$229,311","$229,311"
Carlos,10/15/2010,"$18,000,000","$145,526","$157,002"
Renaissance,9/22/2006,"$18,000,000","$70,644","$2,401,413"
I Come with the Rain,12/31/2008,"$18,000,000",$0,"$627,422"
I Am Wrath,12/31/2016,"$18,000,000",$0,$0
Wolves,11/14/2014,"$18,000,000",$0,$0
Day of the Dead,4/8/2008,"$18,000,000",$0,$0
The Prince,8/22/2014,"$18,000,000",$0,$0
Forsaken,2/19/2016,"$18,000,000",$0,$0
Trainspotting Sequel,12/31/2017,"$18,000,000",$0,$0
Red Sonja,6/28/1985,"$17,900,000","$6,905,861","$6,905,861"
Red Lights,7/13/2012,"$17,700,000","$49,521","$14,518,884"
Superbad,8/17/2007,"$17,500,000","$121,463,226","$169,955,142"
Madea Goes To Jail,2/20/2009,"$17,500,000","$90,508,336","$90,508,336"
Step Up 2 the Streets,2/14/2008,"$17,500,000","$58,017,783","$148,586,910"
Hoodwinked,12/16/2005,"$17,500,000","$51,221,667","$109,678,446"
Hitman,11/21/2007,"$17,500,000","$39,687,694","$99,135,571"
Hotel Rwanda,12/22/2004,"$17,500,000","$23,519,128","$36,521,223"
Beerfest,8/25/2006,"$17,500,000","$19,185,184","$20,159,316"
Black Nativity,11/27/2013,"$17,500,000","$7,018,188","$7,285,135"
City of Ghosts,4/25/2003,"$17,500,000","$325,491","$325,491"
The Others,8/10/2001,"$17,000,000","$96,522,687","$207,765,056"
Aliens,7/18/1986,"$17,000,000","$85,160,248","$183,316,455"
Lets Be Cops,8/13/2014,"$17,000,000","$82,390,774","$136,890,774"
I Know What You Did Last Summer,10/17/1997,"$17,000,000","$72,219,395","$125,219,395"
My Fair Lady,10/22/1964,"$17,000,000","$72,000,000","$72,000,000"
Sideways,10/22/2004,"$17,000,000","$71,502,303","$109,793,192"
The Best Man Holiday,11/15/2013,"$17,000,000","$70,525,195","$72,835,710"
Friday the 13th,2/13/2009,"$17,000,000","$65,002,019","$92,670,237"
Pitch Perfect,9/28/2012,"$17,000,000","$65,001,093","$116,044,347"
Halloween: H2O,8/5/1998,"$17,000,000","$55,004,135","$55,004,135"
Evil Dead,4/5/2013,"$17,000,000","$54,239,856","$97,778,356"
Jet Li's Hero,8/27/2004,"$17,000,000","$53,652,140","$177,535,958"
Saw 3D,10/29/2010,"$17,000,000","$45,710,178","$133,735,284"
"McFarland, USA",2/20/2015,"$17,000,000","$44,480,275","$45,707,924"
The Hills Have Eyes,3/10/2006,"$17,000,000","$41,778,863","$70,355,813"
40 Days and 40 Nights,3/1/2002,"$17,000,000","$37,939,782","$95,092,667"
Good Boy!,10/10/2003,"$17,000,000","$37,654,781","$45,299,252"
Smokin' Aces,1/26/2007,"$17,000,000","$35,662,731","$57,263,440"
A Night at the Roxbury,10/2/1998,"$17,000,000","$30,324,946","$30,324,946"
Beastly,3/4/2011,"$17,000,000","$27,865,571","$38,028,230"
Brooklyn's Finest,3/5/2010,"$17,000,000","$27,163,593","$39,233,233"
Tron,7/9/1982,"$17,000,000","$26,918,576","$26,918,576"
Lottery Ticket,8/20/2010,"$17,000,000","$24,719,879","$24,719,879"
Dickie Roberts: Former Child Star,9/5/2003,"$17,000,000","$22,734,486","$23,734,486"
ATL,3/31/2006,"$17,000,000","$21,170,563","$21,170,563"
Summer Catch,8/24/2001,"$17,000,000","$19,693,891","$19,693,891"
A Simple Plan,12/11/1998,"$17,000,000","$16,311,763","$16,311,763"
Larry the Cable Guy: Health Inspector,3/24/2006,"$17,000,000","$15,680,099","$15,680,099"
Wes Craven Presents: They,11/27/2002,"$17,000,000","$12,840,842","$16,140,842"
The Adventures of Elmo in Grouchland,10/1/1999,"$17,000,000","$11,634,458","$11,634,458"
Superman IV: The Quest for Peace,7/24/1987,"$17,000,000","$11,227,824","$11,227,824"
55 Days at Peking,1/1/1963,"$17,000,000","$10,000,000","$10,000,000"
My Life in Ruins,6/5/2009,"$17,000,000","$8,665,206","$20,465,206"
American Dreamz,4/21/2006,"$17,000,000","$7,156,725","$16,353,669"
How She Move,1/25/2008,"$17,000,000","$7,070,641","$8,607,815"
Running Scared,2/24/2006,"$17,000,000","$6,855,137","$8,345,277"
The Apparition,8/24/2012,"$17,000,000","$4,936,819","$10,637,281"
Bobby Jones: Stroke of Genius,4/30/2004,"$17,000,000","$2,694,071","$2,694,071"
Shanghai Surprise,8/29/1986,"$17,000,000","$2,315,000","$2,315,000"
L'illusionniste,12/25/2010,"$17,000,000","$2,231,474","$5,631,474"
Roar,1/1/1981,"$17,000,000","$2,110,050","$2,110,050"
Veronica Guerin,10/17/2003,"$17,000,000","$1,569,918","$9,438,074"
Southland Tales,11/14/2007,"$17,000,000","$275,380","$364,607"
Escobar: Paradise Lost,6/26/2015,"$17,000,000","$195,792","$766,112"
Chasseurs de dragons,6/23/2009,"$17,000,000",$0,"$13,446,115"
Damnation Alley,10/21/1977,"$17,000,000",$0,$0
The Young Messiah,3/11/2016,"$16,800,000","$6,469,813","$7,155,967"
FUR: An Imaginary Portrait of Diane Arbus,11/10/2006,"$16,800,000","$223,202","$2,281,089"
My Girl,11/27/1991,"$16,500,000","$58,011,485","$58,011,485"
Wall Street,12/11/1987,"$16,500,000","$43,848,100","$43,848,100"
Sense and Sensibility,12/11/1995,"$16,500,000","$42,975,897","$134,975,897"
The Illusionist,8/18/2006,"$16,500,000","$39,868,642","$83,792,062"
Becoming Jane,8/3/2007,"$16,500,000","$18,663,911","$39,380,876"
House of Sand and Fog,12/19/2003,"$16,500,000","$13,005,485","$16,157,923"
Sydney White,9/21/2007,"$16,500,000","$11,702,090","$13,446,014"
Arn - Tempelriddaren,12/31/2007,"$16,500,000",$0,"$21,404,122"
Dead Poets Society,6/2/1989,"$16,400,000","$94,326,915","$237,966,799"
